qid	question1	question2
289	男女双方协议离婚后对财产分割反悔的多长时间内可以请求变更或者撤销财产分割协议	男女双方协议离婚后对财产分割反悔的可以请求变更或者撤销财产分割协议的有效时间是多长
290	持有境外机动车驾驶证的人是否可以取得中国的机动车驾驶证	持有境外机动车驾驶证的人是否可以取得中国的机动车行驶证
291	新婚姻法一方出轨离婚怎么判	女方婚内出轨，女方自己起诉离婚，会怎么判
292	车祸受伤，公司不扣工资，可以要求误工费吗？	出车祸,没有固定工作,怎么申请误工费?
293	调查食品安全事故，应当坚持什么原则	调查食品安全事故，应当采用什么方法
294	对药品的抽查检验有特殊要求吗？	在药品的抽查检验过程中，除了一般要求外，有特殊要求吗
295	公司需要裁减人员，我现在还在医疗期，会被裁掉吗？	劳动仲裁受过工伤的人现在公司裁员可以被裁掉吗？
296	有多份遗嘱应该怎么办？	多份遗嘱能共存么？（遗嘱中的内容不冲突）
297	干扰他人的生活秩序要如何处理？	有人妨碍别人的正常生活，怎么处理？
298	企业认为行政机关侵犯其合法的经营自主权的，是否可以申请行政复议？	公司认为行政机关侵犯到了其合法的经营自主权，申请行政复议可以不可以？
299	抢劫会怎么判刑？	抢劫如何定罪？
300	人民法院依据什么审理案件？	人民法院审理案件以什么为依据？
301	签了三方协议后毁约，要付违约金吗？	与一公司签了三方协议后毁约需要交违约金吗?
302	诈骗罪入罪金额是多少？	诈骗罪和欺骗罪的区别
303	定作合同纠纷的解决方法有哪些？	可以处理定作合同纠纷的办法有什么呢？
304	制定食品安全国家标准的依据是什么	什么是制定食品安全国家标准的依据
305	子女在什么情况下可以不赡养父母？	子女生活不能自理，还需要赡养父母吗？
306	网络食品交易第三方平台提供者应如何履行其食品安全管理责任	网络食品交易第三方平台提供者履行其食品安全管理责任的方法是什么？
307	用人单位拖欠劳动报酬的，劳动者是否可以向人民法院申请支付令	单位欠薪拒不支付，可否直接向人民法院申请支付令
308	当事人申请仲裁需要具备哪些条件？	仲裁案件的审理需要多长时间？
309	行使探视权可以接走孩子短期居住吗？	孩子探视权法院判决只能看望不能短期居住合法吗
310	土地做担保合同的标的物违法么？	土地承包合同纠纷甲方扣押乙方的财物违法吗
311	买的三无产品可以按假货来处理吗，对方拒不承认怎么办？	我买的东西是三无产品可以算是假货吗？对方又不承认怎么办？
312	《行政公益诉讼起诉书》的内容是什么？	行政公益诉讼起诉书具体包括什么内容？
313	精神病人犯罪，要坐牢么？	刺激精神病出了事判刑吗?
314	著作权的侵权损害赔偿应该怎样计算？	侵犯著作权的损失赔偿如何计算?
315	继承案件中代理人的哪些行为应认定其代理行为无效	哪些行为对继承案件中代理人来说应认定其代理行为无效
316	邻居违章搭建妨碍通风、采光，可以起诉维权吗？	邻居未经批准建房，影响我的房屋通风采光，我能不能起诉维权？
317	医疗欺诈，对方跑路了还能拿回钱吗？	遭遇了医疗诈骗，对方跑了，这钱还能拿回来吗
318	离婚证遗失或损毁的补救方法	离婚证丢失补办该如何办理？
319	大学生在校内跳楼自杀，学校要赔偿吗？	大学生在学校自己跳楼摔死了，学校要不要赔偿
320	公开审查程序是什么？	公开审查的流程是什么？
321	贷款人无力还贷，担保人承担什么责任？	贷款人无能力还款，担保者能帮忙还款吗？合法吗？
322	精神病人强制医疗程序是怎样的？	精神病人被强制医疗是刑法规定吗
323	立功怎么处罚？	有重大立功表现的可以从轻或者减轻处罚吗
324	食品、食品添加剂生产者未按规定对采购的食品原料和生产的食品、食品添加剂进行检验的该如何进行处罚	食品、食品添加剂生产者按规定对采购的食品原料和生产的食品、食品添加剂进行检验的该如何进行处罚
325	无效婚姻的情形有哪些？	我国婚姻法规定事实婚姻的情形有哪些？
326	设立合伙企业应当具备什么条件，如何办理设立登记手续？	详细说明一下设立有限合伙企业应当具备哪些条件？
327	大学生在校内跳楼自杀，学校要赔偿吗？	校园跳楼事件怎么赔偿
328	另案处理是什么意思？	刑事案件处理怎么进行
329	食品生产经营者是否应当建立食品安全自查制度	食品经营者应当建立保证食品安全的管理制度包括哪些？
330	可以转让的注册商标专用权、专利权、著作权等知识产权中的财产权是否可以出质	可以继承的注册商标专用权、专利权、著作权等知识产权中的财产权是否可以出质
331	检察人员纪律处分条例有哪些？	检察官有哪些行为可以予以开除
332	司机离开现场去找救援算不算肇事逃逸？	车祸后司机离开现场去找人帮忙，算肇事逃逸吗？
333	离婚后不直接抚养孩子的一方是否具有探望孩子的权利	离婚后不直接抚养的一方可否带孩子去玩?
334	无偿保管他人财物，保管不善被毁需要赔偿吗？	无偿保管财物，该财物因你的保管不善被毁，需要赔偿吗
335	婚后我问我家亲戚借钱买的房，离婚的话这笔债算共同债务吗？	婚后我借钱还房贷，离婚时算不算共同债务
336	出席一审法庭出庭人员及手续是什么？	出席一审法庭出庭人员有哪些，手续是怎样的？
337	门禁时间滞留校外受伤，学校要赔吗？	孩子在学校上学的时候受伤了，我该找谁赔偿?
338	知识产权的客体有哪些？	我国规定什么是知识产权的客体呢？
339	法院有义务提供法律吗？	我是原告 我不懂法 应该通过什么办法来找法律援助呢？
340	同一财产抵押权与留置权并存时，哪个权利优先受偿	抵押权与质权并存时，哪个优先
341	庭审预案的主要内容是什么？	庭审内容是什么
342	什么情况下检察院可以决定拘留？	检察院在什么情况下需要侦查羁押
343	劳动合同内容是否可以变更	劳动合同变更有哪些程序
344	适用“因感情不和分居满二年的”规定的应注意什么	夫妻因感情不和分居满二年的应怎样办理离婚
345	行政拘留由谁决定？	谁有权利决定行政拘留？
346	赠与是否可以附义务	赠与能不能附义务
347	申请人身安全保护令保护期限多长？	关于家庭暴力的人身限制令问题。
348	通过什么途径辨别发票真伪？	制造假发票属于哪种违法?
349	赡养协议公证需要准备哪些材料？	什么资料是赡养协议公证需要的？
350	试用期内劳动者是否可以任意解除劳动合同	在试用期里的劳动者是否可以任意解除劳动合同
351	构成交通肇事罪怎么判刑？	对于已经触犯交通肇事罪后会怎么判刑
352	如何惩处犯故意伤害罪的人？	故意伤害罪是怎样刑罚的？
353	试用期间应该享有哪些待遇？	员工在试用期期间，被开除后，有工资发的吗？
354	新交规货车超载怎么处罚	公司大货车超载拉货物会有什么处罚
355	物权法针对侵害私有财产行为作了哪些禁止性规定？	什么是侵害私有财产行为？如果被侵害了该怎么办？
356	交警处理车祸的流程	交警队处理交通事故的流程是怎么样的？
357	哪些案件为原告住所地人民法院管辖？	发生什么案件属于原告住所地人民法院管辖？
358	坐的士发生交通事故受伤的该向谁索偿？	我坐的士出车祸了,该怎么赔
359	人民法院审理民间借贷纠纷案件时，如何判断是否属于虚假民事诉讼	法院生效民事判决如何认定为虚假诉讼
360	民间借贷中借款人提前还款时，应当如何支付利息	借款利息支付不符合约定标准怎么办
361	保证人履行保证责任时，其实际清偿额大于主债权范围的该如何行使追偿权	保证人在履行完保证责任之后，其实际清偿额大于主债权范围的该如何行使追偿权
362	主动辞职后发现怀孕了可以反悔吗？	女员工解除劳动合同后才发现自己怀孕，能反悔吗
363	两个以上的受托人共同处理委托事务的，对委托人承担什么责任	受托人有两个以上，一起处理委托的事情，他们对委托人承担什么样的责任
364	没有遗嘱，哪些人可以继承遗产？	有遗嘱，哪些人可以分配遗产？
365	我跟前夫离婚后才发现他婚内出轨，我现在可以起诉要求赔偿吗	离婚后发现对方在婚姻存续期间有出轨行为还可以要求赔偿吗
366	三代以内旁系血亲包括哪些	如何计算三代以内旁系血亲
367	为什么要依法制作并提交、公告中期报告？	依法制作并提交公告中其报告的依据是什么？
368	在中外合资经营企业中外商投资者能拿技术出资吗？	外资企业的出资方式与期限有何规定
